albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9
afghanistan,1979,17.8397,6.555,7,8,9
afghanistan,2005,17.8397,9.888,5,6,4
albania,1946,21.52,5.66,6,7,8
albania,1955,21,11.2,1,2,3
albania,1970,21.5,3.21,2,3,4
albania,1989,22.47,6.12,3,4,5
albania,2005,23.3265,4.55,4,5,6
algeria,1948,20,2.33,6,7,8
algeria,1954,19.6,6.11,7,8,9
algeria,1966,18,4.55,0,8,6
algeria,1970,19.3,9.87,9,5,6
algeria,1977,20.9,2.11,4,3,9
algeria,1987,23.8,7.66,0,2,6
algeria,1992,25.5,4.55,5,1,9
algeria,1998,27.6,56.6,9,8,7
algeria,2005,29.6,8.99,5,2,9

